,title,image,recipe keys,personal points,calories,summary
322,Baked Buffalo Chicken Jalapeño Poppers,https://www.skinnytaste.com/wp-content/uploads/2014/01/Baked-Buffalo-Chicken-Jalapeno-Poppers-7.jpg,['Gluten Free'],3,92,I love jalapeño poppers AND buffalo chicken so I decided to combine them both and really spice things up!
323,"Buffalo Chicken Lettuce Wraps (Slow Cooker, Instant Pot)",https://www.skinnytaste.com/wp-content/uploads/2012/04/Crockpot-Buffalo-Chicken-Lettuce-Wraps-3.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Pressure Cooker Recipes', 'Slow Cooker Recipes', 'Whole30 Recipes']",0,147.5,"Buffalo Chicken Lettuce Wraps, delicious, low-carb lettuce wraps topped with shredded carrots, celery and my homemade light blue cheese dressing."
324,"Loaded Nachos with Ground Turkey, Beans and Cheese",https://www.skinnytaste.com/wp-content/uploads/2010/05/Skinny-Loaded-Nachos-6.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",9,386,"These Loaded Nachos with Turkey, Beans and Cheese are made with baked tortilla chips, lean ground turkey, black bean dip, cheese and pico de gallo."
325,Air Fryer Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Egg-Salad-5.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",4,237,"The air fryer is not a way you would think to make egg salad, but that’s how I do it! It’s so easy to make hard boil eggs in the air fryer – you don’t even have to add water!"
326,Stuffed Buffalo Chicken Breasts,https://www.skinnytaste.com/wp-content/uploads/2012/07/Stuffed-Buffalo-Chicken-Breasts-6.jpg,"['Freezer Meals', 'Gluten Free']",4,172,"Buffalo Stuffed Chicken Breasts are filled with cheese, shredded carrots, and minced celery, and then rolled, breaded, baked, and drizzled with hot sauce. Sound enticing? It should be – this is good stuff!"
327,5-Minute Microwave Salmon Rice Bowl with Bok Choy,https://www.skinnytaste.com/wp-content/uploads/2023/02/5-Minute-Glazed-Salmon-Rice-Bowl-13.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Under 30 Minutes']",5,533,"If you don’t have time to cook, you’ll love this 5-minute Salmon Rice Bowl with Bok Choy made in the microwave!"
328,Pasta Fagioli (Pasta and Beans),https://www.skinnytaste.com/wp-content/uploads/2008/12/Pasta-Fagioli-7.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",4,262.5,"Italian Pasta Fagioli (Pasta and Beans) is a great tasting, hearty, vegetarian pasta and bean soup – the perfect vegetarian dinner for a cold night."
329,Buffalo Chicken Meatballs,https://www.skinnytaste.com/wp-content/uploads/2015/01/SkinnyChickenBuffaloMeatballs.jpg,"['Kid Friendly', 'Low Carb', 'Under 30 Minutes']",1,37,"These healthy buffalo chicken meatballs are a great option for a weeknight dinner, game day snack, or party appetizer. Serve them with celery sticks and blue cheese dressing for dipping, or enjoy them on their own."
330,Raw Beet Salad with Apples and Carrots,https://www.skinnytaste.com/wp-content/uploads/2023/02/Raw-Beet-Salad-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,112,"Crunchy, bright and sweet, the healthy Raw Beet Salad with Apples and Carrots is a delicious way to eat beets! Just 5 ingredients not counting salt."
331,Teriyaki Shrimp Quinoa Bowls with Mango-Cucumber Salsa,https://www.skinnytaste.com/wp-content/uploads/2023/01/Teriyaki-Shrimp-Quinoa-Bowls-with-Mango-Cucumber-Salsa-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes']",6,352,"These fresh and delicious Teriyaki Shrimp Quinoa Bowls seasoned with honey, ginger, and soy sauce are topped with avocado and a Mango-Cucumber Salsa."
332,Black Beans and Rice,https://www.skinnytaste.com/wp-content/uploads/2023/01/Rice-and-Black-Beans-8.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",6,236,"This quick and easy recipe for Black Beans and Rice is delicious! Made with sofrito, canned black beans and long-grain rice."
333,Tortilla Encrusted Chicken Tenders,https://www.skinnytaste.com/wp-content/uploads/2016/10/Tortilla-Encrusted-Chicken-Tenders-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",4,331,"Tortilla Encrusted Chicken Tenders coated with seasoned crushed tortilla chips and served with salsa. An easy, family weeknight dish!"
334,Air Fryer Breakfast Banana Split,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Breakfast-Banana-Split-5.jpg,"['Air Fryer Recipes', 'Kid Friendly', 'Under 30 Minutes']",5,286,"If you need a quick and healthy breakfast, you’ll love this six-minute Air Fryer Breakfast Banana Split!"
335,Red Thai Coconut Curry Shrimp,https://www.skinnytaste.com/wp-content/uploads/2023/01/Thai-Coconut-Curry-Shrimp-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb']",2,136,"If you love Thai food, you’ll love this easy Red Thai Coconut Curry Shrimp, the perfect balance of sweet, spicy and savory flavors!"
336,Ground Turkey Skillet with Sweet Potatoes and Black Bean,https://www.skinnytaste.com/wp-content/uploads/2023/01/Ground-Turkey-Skillet-with-Sweet-Potatoes-and-Black-Beans-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Meal Prep Recipes']",8,394,"This quick and easy Ground Turkey Skillet with sweet potatoes, black beans, corn, and tomatoes is perfect for meal prep. So filling and flavorful!"
337,Avgolemono Chicken and Rice Soup,https://www.skinnytaste.com/wp-content/uploads/2023/01/Avgolemono-Soup-8-1.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Under 30 Minutes']",6,265,"You’ll love this delicious, silky Greek Avgolemono soup filled with chicken, rice and dill with a lemon-egg sauce. Delish!"
338,Pavlova,https://www.skinnytaste.com/wp-content/uploads/2011/01/Strawberry-Kiwi-Pavlova_14.jpg,['Gluten Free'],11,221.5,"Pavlova is an elegant yet light dessert made with whipped egg whites and sugar, then topped with cream and fresh fruit. It’s almost too pretty to eat, but it’s easier to make than you think!"
339,Broccoli Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Broccoli-Salad-7.jpg,"['Gluten Free', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes']",5,171,"Delicious Broccoli Salad made with bacon, sunflower seeds, red onion, and goat cheese mixed with a creamy Greek yogurt-mayo sauce. So good!"
340,Braised Kale with Pancetta,https://www.skinnytaste.com/wp-content/uploads/2022/12/Braised-Kale-with-Pancetta-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Low Carb', 'Whole30 Recipes']",2,115,"Braised Kale with pancetta, garlic, and onion, a healthy side dish to pair with any protein, is a tasty way to eat your greens!"
341,White Bean Scampi with Linguine,https://www.skinnytaste.com/wp-content/uploads/2023/01/Vegetarian-Cannellini-Scampi-with-Linguine-6-550x825.jpg,"['Dairy Free Recipes', 'High Protein Recipes', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",8,571,"This white bean scampi served over whole-wheat linguine provides a high-fiber, vegetarian alternative to shrimp scampi."
342,Borscht,https://www.skinnytaste.com/wp-content/uploads/2023/01/Borscht-9-550x825.jpg,"['Gluten Free', 'Vegetarian Meals']",4,167,"Enjoy a bowl of this vegetarian borscht soup with a big hunk of rye bread and butter or a nice, green salad on the side."
343,Zoats or Zucchini Oats,https://www.skinnytaste.com/wp-content/uploads/2023/01/Zucchini-Oats-5-550x825.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",4,441,"I snuck 1 cup of zucchini into my morning oats (think zucchini bread) along with a ripe banana to sweeten them naturally and loved how these Zoats or Zucchini Oats turned out for a high-fiber, healthy breakfast."
344,Chicken Stuffed Peppers with White Beans,https://www.skinnytaste.com/wp-content/uploads/2010/08/Chicken-and-White-Bean-Stuffed-Peppers-5-550x825.jpg,"['Freezer Meals', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes']",2,304,These easy Chicken Stuffed Peppers with White Beans are a great way to use up leftover chicken breasts for dinner!
345,Perfect Air Fryer Shrimp,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Shrimp-4-550x825.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Low Carb', 'Under 30 Minutes']",2,163,"When I want to whip up a quick dinner on busy weeknights, I love making this easy Air Fryer Shrimp that comes out perfectly every time."
346,Skillet French Onion Chicken,https://www.skinnytaste.com/wp-content/uploads/2023/01/French-Onion-Skillet-Chicken-3-550x825.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb']",6,335,"If you love caramelized onions and melted cheese, you will love this Skillet French Onion Chicken, a great way to jazz up chicken breasts!"
347,Juicy Oven Baked Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2022/01/Baked-Chicken-Breast-with-Panko-Parmesan-Crumb-Topping-5-1.jpg,"['Gluten Free', 'High Protein Recipes', 'Kid Friendly']",3,271,"This perfect, juicy oven Baked Chicken Breast recipe is topped with crispy panko-parmesan crumbs, so flavorful and delicious!"
348,Salmon Caesar Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Salmon-Caesar-Salad-5-550x825.jpg,"['Gluten Free', 'High Protein Recipes', 'Low Carb', 'Under 30 Minutes']",5,364,This classic Caesar salad without the croutons is topped with pan-seared salmon and the best Caesar dressing. High in protein and omega-3s!
349,Spicy Hearts of Palm Noodle Stir Fry with Ground Chicken,https://www.skinnytaste.com/wp-content/uploads/2022/12/Sambal-Spicy-Noodles-with-Turkey-7-550x825.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Under 30 Minutes']",7,275,"This quick and easy, Spicy Hearts of Palm Noodle Stir Fry with Chicken is made with ground chicken, ginger, sesame oil, hoisin sauce, and sambal oelek – under 15 minutes!"
350,Buffalo Chicken Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2022/12/Buffalo-Chicken-Meal-Prep-Bowls-9-550x825.jpg,"['High Protein Recipes', 'High-Fiber Recipes', 'Meal Prep Recipes', 'Under 30 Minutes']",6,485,"Delicious high protein Buffalo Chicken Rice Bowls are made with chicken breast, black beans, brown rice, cheese and smothered in hot sauce. Perfect for meal prep!"
351,Breaded Shrimp,https://www.skinnytaste.com/wp-content/uploads/2011/09/Shrimp-Parmigiana-Hero-4.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",2,149,"Delicious and healthy baked breaded shrimp, coated with seasoned breadcrumbs, panko and grated cheese, then baked until golden."
352,Whipped Feta Dip,https://www.skinnytaste.com/wp-content/uploads/2022/12/Whipped-Feta-4.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",6,155,"This Whipped Feta Dip combines feta cheese, Greek yogurt, lemon, and dill to create a tasty and simple appetizer."
353,Spinach Dip Stuffed Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2022/12/Spinach-Dip-Stuffed-Mushrooms-9-2-550x825.jpg,"['Gluten Free', 'Vegetarian Meals']",4,105,"If you love spinach dip and stuffed mushrooms, you’ll love these easy Spinach Dip Stuffed Mushrooms, a delicious hot appetizer!"
354,Breakfast Strata with Sausage and Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2022/12/Breakfast-Strata-4.jpg,[],7,289,"Breakfast Strata with Sausage and Mushrooms is a savory, make-ahead breakfast casserole made with day old bread, eggs, cheese, sausage and mushrooms."
355,Slow Cooker Steel Cut Oats,https://www.skinnytaste.com/wp-content/uploads/2022/12/Slow-Cooker-Steel-Cut-Oats-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Slow Cooker Recipes', 'Vegetarian Meals']",6,302,"Slow Cooker Steel Cut Oats made with quick steel cut oats, berries, bananas, maple syrup, and nuts are an easy, high-fiber breakfast!"
356,"One-Pot Orzo with Sausage, Spinach and Corn",https://www.skinnytaste.com/wp-content/uploads/2022/12/Orzo-with-Italian-Sausage-Corn-and-Spinach-7.jpg,"['Kid Friendly', 'Under 30 Minutes']",10,381,"You’re going to love this easy, creamy and delicious one-pot orzo made with chicken sausage, onions, spinach and corn topped with grated Parmesan."
357,Healthy Chocolate Chip Oat Cookies,https://www.skinnytaste.com/wp-content/uploads/2022/12/Healthy-Chocolate-Chip-Oat-Cookies-7.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,174,"These Healthy Chocolate Chip Oat Cookies are the perfect combination of a classic chocolate chip cookie and a hearty oatmeal cookie, also flourless and gluten-free."
358,"Veggie Stromboli with Mushroom, Spinach and Mozzarella",https://www.skinnytaste.com/wp-content/uploads/2022/12/Mushroom-and-Spinach-Stromboli-10.jpg,['Vegetarian Meals'],6,217.5,"This cheesy veggie stromboli is stuffed with mushrooms, spinach, and mozzarella cheese. It’s a little messy, so prepare to get your hands dirty!"
359,Spinach Prosciutto and Mozzarella Stuffed Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2012/12/Spinach-Prosciutto-and-Mozzarella-Stuffed-Pork-Tenderloin-8.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb']",4,208,Spinach Prosciutto and Mozzarella Stuffed Pork Tenderloin is a wonderful dish for the Holidays or for any weeknight dinner.
360,Butternut Squash Galette,https://www.skinnytaste.com/wp-content/uploads/2022/12/Butternut-Squash-Galette-13.jpg,['Vegetarian Meals'],9,274,"This Butternut Squash Galette, made with sliced butternut squash, caramelized onions, parmesan cheese, and thyme, is a delicious meatless main or side dish."
361,Buttermilk Marinated Air Fryer Whole Chicken,https://www.skinnytaste.com/wp-content/uploads/2019/07/Buttermilk-Roast-Chicken-in-the-Air-Fryer-6.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb']",7,329,"This Buttermilk-Marinated Air Fryer Whole Chicken comes out unbelievably juicy and delicious, and it’s so easy to make, just 3 ingredients!"
362,Bacon Spinach Breakfast Casserole with Gruyère Cheese,https://www.skinnytaste.com/wp-content/uploads/2022/12/Spinach-Bacon-Gruyere-Breakfast-Casserole-9.jpg,"['Gluten Free', 'High Protein Recipes', 'Low Carb', 'Meal Prep Recipes']",6,276,"This Bacon Spinach Breakfast Casserole with Gruyère is perfect for your next holiday gathering, feeding a crowd, or meal prep for the week."
363,Rainbow Quinoa Salad with Lemon Dressing,https://www.skinnytaste.com/wp-content/uploads/2022/12/Rainbow-Quinoa-Salad-with-Lemon-Dressing-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",10,394,"This healthy Rainbow Quinoa Salad with Lemon Dressing is vegan, gluten-free, and so delicious, perfect for meal-prep and requires no reheating!"
364,How To Make a Charcuterie Board,https://www.skinnytaste.com/wp-content/uploads/2017/06/how-to-make-an-epic-charcuterie-board-1.jpg,"['Gluten Free', 'Kid Friendly']",,,"Charcuterie boards, also known as meat and cheese boards, are a delicious and visually appealing way to serve a variety of meats, cheeses, and accompaniments at a party or as a snack."
365,Greek Yogurt Caesar Dip,https://www.skinnytaste.com/wp-content/uploads/2022/12/Caesar-Dip-8.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes']",3,68,"If you’re obsessed with Caesar salad and need a tasty dip to jazz up your veggies, try this Greek Yogurt Caesar dip!"
366,Spicy Vodka Chicken Parmesan,https://www.skinnytaste.com/wp-content/uploads/2022/12/Spicy-Vodka-Chicken-Parmesan-6.jpg,"['Air Fryer Recipes', 'High Protein Recipes', 'Under 30 Minutes']",6,386,"This easy Chicken Parmesan with Vodka Sauce is made with sliced jarred hot cherry peppers, vodka sauce, fresh mozzarella, and breaded chicken cutlets. Baked or air fryer!"
367,Oysters Rockefeller,https://www.skinnytaste.com/wp-content/uploads/2022/11/Oysters-Rockefeller-7.jpg,"['Gluten Free', 'Low Carb']",1,116,This easy Oysters Rockefeller recipe is always a hit. Topped with creamy spinach and breadcrumbs that get hot and golden under the broiler.
368,Fennel Gratin,https://www.skinnytaste.com/wp-content/uploads/2022/12/Fennel-Gratin-010.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Vegetarian Meals']",4,191,"Baked fennel gratin is made with onion and olive oil and topped with Gruyere, Parmesan, panko crumbs, and nutmeg."
369,Savory Steel Cut Oatmeal,https://www.skinnytaste.com/wp-content/uploads/2022/12/Savory-Steel-Cut-Oatmeal-Bowl-5.jpg,['Under 30 Minutes'],8,290,"Savory Steel Cut Oats for breakfast is loaded with protein and provides a good dose of fiber, which will keep you feeling satisfied longer."
370,Asian Chicken Lettuce Wraps,https://www.skinnytaste.com/wp-content/uploads/2012/01/Asian-Chicken-Lettuce-Wraps-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",3,102,"Quick and easy Asian Lettuce Wraps are delicious! Made with ground chicken, shiitake mushrooms, water chestnuts with a spicy hoisin sauce."
371,Air Fryer Chicken Thighs,https://www.skinnytaste.com/wp-content/uploads/2022/11/Air-Fryer-Chicken-Thighs-4.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",7,213,These crispy Air Fryer Chicken Thighs have become a weeknight staple in my house. An easy recipe that you can whip up super fast!
